0.00125	1
0.00375	1
0.00625	1
0.00875	1
0.01125	1
0.01375	1
0.01625	1
0.01875	1
0.02125	1
0.02375	1
0.02625	1
0.02875	1
0.03125	1
0.03375	1
0.03625	1
0.03875	1
0.04125	1
0.04375	1
0.04625	1
0.04875	1
0.05125	1
0.05375	1
0.05625	1
0.05875	1
0.06125	1
0.06375	1
0.06625	1
0.06875	1
0.07125	1
0.07375	1
0.07625	1
0.07875	1
0.08125	1
0.08375	1
0.08625	1
0.08875	1
0.09125	1
0.09375	1
0.09625	1
0.09875	1
0.10125	1
0.10375	1
0.10625	1
0.10875	1
0.11125	1
0.11375	1
0.11625	1
0.11875	1
0.12125	1
0.12375	1
0.12625	1
0.12875	1
0.13125	1
0.13375	1
0.13625	1
0.13875	1
0.14125	1
0.14375	1
0.14625	1
0.14875	1
0.15125	1
0.15375	1
0.15625	1
0.15875	1
0.16125	1
0.16375	1
0.16625	1
0.16875	1
0.17125	1
0.17375	1
0.17625	1
0.17875	1
0.18125	1
0.18375	1
0.18625	1
0.18875	1
0.19125	1
0.19375	1
0.19625	1
0.19875	1
0.20125	1
0.20375	1
0.20625	1
0.20875	1
0.21125	1
0.21375	1
0.21625	1
0.21875	1
0.22125	1
0.22375	1
0.22625	1
0.22875	1
0.23125	1
0.23375	1
0.23625	1
0.23875	1
0.24125	1
0.24375	1
0.24625	1
0.24875	1
0.25125	1
0.25375	1
0.25625	1
0.25875	1
0.26125	1
0.26375	1
0.26625	1
0.26875	1
0.27125	1
0.27375	1
0.27625	1
0.27875	1
0.28125	1
0.28375	1
0.28625	0.999999
0.28875	0.999998
0.29125	0.999996
0.29375	0.999992
0.29625	0.999985
0.29875	0.999971
0.30125	0.999944
0.30375	0.999898
0.30625	0.999819
0.30875	0.999688
0.31125	0.999477
0.31375	0.999148
0.31625	0.998652
0.31875	0.997925
0.32125	0.996892
0.32375	0.995468
0.32625	0.993563
0.32875	0.991083
0.33125	0.987942
0.33375	0.984065
0.33625	0.979392
0.33875	0.973886
